loading,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,id,failure,kfold
107.28,18.47,12.62,19.507,18.8,11.903,17.89,13.225,16.664,20.657,11.833,15.533,15.259,15.78,15.321,964.229,26381,0,0
154.5,19.78,11.774,18.677,17.052,10.575,18.79,10.01,16.362,19.733,11.717,14.792,13.343,14.57,16.088,726.455,26029,0,0
121.16,18.902,10.528,18.131,16.631,12.393,17.673,13.547,13.465,21.382,13.377,16.604,15.213,14.969,20.453,572.662,23589,1,0
89.18,17.262,12.755,19.189,16.457,9.776,19.053,11.308,17.049,14.102,5.181,16.203,14.516,14.381,21.581,718.469,14993,0,0
100.48,18.672,12.642,18.403,15.589,10.873,19.598,11.783,14.619,20.807,11.717,15.565,14.21,15.598,15.752,701.0245,8964,0,0
91.78,18.435,10.64,17.132,17.509,12.762,19.796,10.943,14.677,18.375,13.706,16.668,16.204,16.168,16.052,625.733,25469,1,0
79.48,18.485,11.982,15.72,17.802,12.985,20.035,10.539,14.869,19.078,11.323,15.31,17.529,15.092,20.36,741.338,10670,0,0
137.98,17.024,11.571,18.118,17.336,12.086,18.434,11.357,15.074,20.202,11.937,15.906,16.04,14.969,15.58,701.0245,26194,0,0
155.43,19.059,10.993,16.583,16.688,11.536,20.393,11.624,15.318,19.539,9.085,14.539,13.957,14.969,16.333,689.758,16755,0,0
168.02,16.119,11.767,18.244,17.978,11.534,19.033,10.406,18.6,19.2115,14.03,15.717,18.061,11.483,17.045,765.959,18234,0,0
140.02,17.596,11.126,16.885,17.199,11.682,18.071,10.962,15.084,20.868,10.47,15.6285,16.174,12.841,15.646,545.913,22798,0,0
114.33,19.215,10.854,17.854,18.215,11.592,18.477,10.529,16.172,15.843,14.323,14.105,16.04,13.219,17.743,677.829,9146,0,0
107.68,17.176,13.662,19.416,18.804,11.933,18.813,11.43,13.641,18.628,11.912,12.94,14.577,13.6,15.371,895.873,9123,1,0
104.13,18.581,11.642,18.172,18.807,10.707,19.549,11.989,13.502,22.232,8.509,15.807,16.144,15.544,16.298,701.0245,26356,0,0
108.81,18.919,10.497,16.529,17.436,12.84,18.938,11.87,16.551,20.338,12.722,14.371,16.003,14.094,19.549,756.869,5608,1,0
129.08,18.894,12.71,17.57,16.486,11.353,16.936,11.659,15.962,18.615,8.699,16.749,15.71,15.962,14.792,519.109,13064,0,0
57.28,18.455,11.087,17.893,17.718,9.77,19.591,12.429,14.031,22.242,10.754,15.458,17.709,13.626,15.709,736.915,3981,1,0
100.63,16.293,11.228,17.375,17.87,12.472,20.344,11.053,16.97,19.39,11.984,16.63,17.305,14.389,16.728,839.138,1685,0,0
96.3,17.497,9.749,17.048,17.619,13.046,16.858,12.333,18.605,19.576,12.777,15.336,18.021,11.667,20.786,639.073,19658,0,0
167.9,17.551,11.389,16.087,18.123,11.665,17.33,11.43,18.588,18.147,11.372,14.101,15.197,15.65,16.436,631.172,7368,0,0
96.28,18.195,11.498,15.987,17.088,10.218,19.459,10.554,16.011,19.043,10.854,17.425,16.318,16.234,16.22,550.57,18258,0,0
156.97,17.358,9.738,17.126,16.051,11.431,17.468,10.94,14.285,19.969,10.035,15.748,17.543,10.158,17.731,451.412,16885,0,0
136.24,17.843,11.854,18.269,17.829,12.22,20.678,13.05,15.528,18.118,12.802,16.533,17.002,15.338,16.436,919.496,4768,0,0
125.3,16.614,13.077,16.107,15.795,11.185,18.979,11.755,14.982,19.231,10.434,15.155,15.194,14.74,15.988,418.003,20234,0,0
93.33,18.788,13.311,17.132,16.964,11.809,20.221,11.008,15.95,20.166,11.211,14.708,13.98,15.297,14.03,796.308,1639,0,0
87.98,17.99,11.195,17.668,18.676,14.115,18.334,11.078,16.605,20.24,12.346,15.84,16.822,13.974,13.934,701.0245,22272,0,0
77.7,17.766,13.657,17.578,17.898,10.56,19.837,10.125,15.818,16.9,12.793,14.753,16.04,16.216,17.995,705.871,14978,0,0
139.64,16.783,11.027,17.787,18.333,12.714,17.399,11.01,16.054,19.225,14.377,15.94,13.221,15.049,15.833,749.433,16411,0,0
119.77,18.761,11.215,16.971,18.057,12.11,18.989,11.769,16.497,20.159,10.894,14.953,16.206,16.062,17.306,782.693,18626,0,0
85.33,17.915,10.449,18.486,18.437,13.152,16.823,10.419,16.685,16.911,11.266,15.6285,17.806,16.116,15.681,600.883,13161,0,0
120.24,18.148,11.165,16.964,19.712,11.462,19.794,10.56,17.259,20.121,11.732,15.6285,15.396,15.497,16.779,632.485,10102,0,0
154.04,18.289,12.473,18.428,17.728,15.243,20.125,11.725,13.104,17.661,13.461,15.348,16.819,15.732,17.017,933.808,22355,0,0
206.78,18.077,11.43,18.947,17.759,9.802,18.069,12.905,16.575,17.612,10.457,14.833,16.662,15.548,15.763,699.278,16254,1,0
161.46,16.832,11.367,17.151,17.075,11.42,19.441,10.529,16.258,15.353,12.723,15.6285,16.04,12.909,16.766,691.435,14911,0,0
88.81,18.797,10.651,16.274,17.037,12.471,18.621,10.925,14.34,21.257,11.519,14.587,15.794,13.975,15.409,504.795,26039,0,0
121.09,17.448,12.529,18.057,15.807,11.61,20.153,10.333,15.538,19.284,10.343,15.895,16.04,15.328,14.949,806.191,4243,0,0
171.17,18.6,10.25,16.268,17.516,11.794,19.722,10.06,15.919,15.966,9.386,18.001,13.027,13.264,17.999,664.266,15918,0,0
122.09,16.302,9.874,17.695,18.149,12.834,19.267,13.151,16.356,20.62,11.755,15.762,14.112,14.755,15.173,730.934,22463,1,0
190.04,17.216,10.708,16.325,17.635,12.361,19.289,11.748,17.197,17.595,11.973,15.172,16.655,15.473,17.539,681.282,7819,0,0
105.57,17.952,12.388,17.024,18.484,11.631,19.021,10.048,15.434,20.19,10.421,13.233,14.456,14.58,16.181,847.462,13001,1,0
148.64,16.292,10.464,17.067,17.85,11.246,18.195,10.917,14.594,20.116,10.142,15.6285,15.847,13.771,15.991,559.734,6624,1,0
107.99,17.514,11.324,14.57,16.316,11.904,19.716,11.73,14.065,18.201,10.621,15.994,16.829,17.17,17.276,639.054,15378,1,0
91.6,16.263,12.656,15.925,17.015,10.145,18.432,10.419,15.174,19.918,12.916,15.6285,15.601,14.909,16.648,572.871,24386,1,0
108.49,17.622,12.888,17.849,17.527,13.47,19.021,9.595,17.903,18.112,10.697,15.6285,17.152,14.639,16.178,653.474,15389,0,0
168.01,18.469,13.935,15.1,17.485,11.689,21.017,11.575,16.843,21.649,11.838,17.266,17.798,14.827,17.064,765.839,2236,0,0
126.2,17.315,10.854,18.121,18.322,11.981,19.479,10.78,15.171,19.567,14.077,16.135,17.704,14.969,17.349,787.084,14056,0,0
235.76,19.066,13.016,16.411,18.013,11.472,20.26,12.132,15.363,19.211,12.184,14.405,16.693,12.48,15.973,779.805,1238,1,0
152.91,16.407,11.255,17.132,18.074,11.04,19.555,10.682,17.3,19.676,11.717,15.689,17.293,17.389,16.436,552.16,7409,1,0
77.96,18.459,11.373,17.334,17.735,10.407,17.562,11.656,17.918,19.274,12.8,16.875,17.163,13.203,18.893,604.235,19113,0,0
221.45,17.831,11.168,18.347,17.265,12.729,17.784,9.201,17.136,19.82,11.389,17.821,15.482,14.321,14.918,610.928,15837,0,0
91.94,17.589,11.517,18.647,19.969,11.131,19.021,13.148,16.127,18.403,11.855,17.862,16.04,13.292,18.649,1000.058,2027,0,0
103.26,17.266,13.566,17.264,17.316,11.399,20.784,10.307,16.269,20.26,12.874,15.351,13.709,15.0,15.888,812.911,15260,0,0
157.67,15.437,12.983,19.198,14.439,9.798,19.346,11.317,12.521,19.2115,11.912,15.696,16.885,14.13,13.624,614.833,9199,0,0
96.77,16.15,12.649,17.093,17.589,11.849,19.289,10.702,18.925,20.055,11.719,15.405,14.071,14.969,15.481,686.221,16749,0,0
177.36,16.366,13.054,17.273,17.282,12.514,18.29,11.458,17.352,17.163,11.949,17.115,16.961,14.077,15.908,808.724,9940,1,0
158.06,18.378,12.037,16.098,16.383,12.023,18.749,12.607,17.637,20.65,10.925,15.874,14.543,15.187,16.576,567.147,25066,0,0
116.49,18.046,12.697,16.994,17.092,10.629,19.053,13.014,16.127,20.828,9.601,16.502,15.338,15.212,15.112,749.631,23148,1,0
156.16,18.067,11.733,15.964,18.712,11.861,18.225,12.17,15.831,19.456,12.293,16.179,15.824,13.137,16.204,631.36,1329,1,0
220.12,16.806,10.234,17.167,17.914,9.973,18.786,11.937,13.765,18.95,9.802,13.869,16.182,13.379,16.387,618.526,19612,0,0
118.44,17.123,9.674,16.378,19.034,12.482,18.533,11.087,15.352,20.211,10.559,14.82,15.972,18.364,13.656,788.845,18168,0,0
139.17,18.145,12.035,17.73,18.539,10.781,19.021,13.303,10.643,19.115,12.988,14.73,13.611,16.452,15.346,731.51,21035,1,0
166.03,17.721,10.26,16.765,18.806,11.602,19.378,12.45,15.907,20.334,12.105,16.045,14.027,16.283,18.099,736.682,24945,0,0
134.48,17.396,11.696,17.533,18.642,11.769,19.312,11.346,15.165,19.473,13.486,14.332,16.02,16.067,16.436,701.0245,15106,0,0
145.2,17.796,12.757,17.864,17.365,12.614,18.383,10.651,15.183,20.569,11.717,15.234,13.205,15.845,16.962,701.0245,23333,0,0
77.8,18.557,12.687,17.281,17.619,12.635,20.614,10.421,14.897,21.055,11.737,14.742,13.233,14.969,17.406,872.16,25546,0,0
171.17,17.63,11.53,18.696,19.108,12.414,18.668,11.888,17.522,18.3,13.381,15.592,15.779,15.5,17.636,701.0245,3747,0,0
132.14,19.45,11.927,15.348,18.774,12.298,18.788,11.119,16.442,19.534,10.71,15.498,16.483,14.997,16.218,762.112,17594,1,0
108.17,18.703,13.134,18.193,17.266,12.909,19.798,11.452,13.761,19.616,10.135,15.28,15.255,14.476,17.317,701.0245,16899,1,0
168.03,18.743,11.239,18.43,17.382,12.551,18.997,11.005,19.09,19.948,11.739,15.6285,16.246,14.969,16.283,803.933,5657,1,0
105.0,17.546,9.596,16.624,17.662,11.061,18.074,11.967,17.179,18.291,9.34,14.725,14.888,17.151,16.436,580.453,12604,0,0
130.98,18.641,11.141,17.81,17.36,10.266,17.927,11.779,16.42,19.973,10.82,16.894,16.703,15.256,16.007,617.691,16504,0,0
152.29,18.458,12.364,16.98,17.389,11.036,18.015,11.531,14.398,17.689,11.266,16.201,15.158,15.371,16.33,606.615,17338,0,0
124.4,18.374,11.928,17.481,17.652,13.275,20.689,10.24,16.035,18.224,11.005,15.925,16.257,16.338,17.653,701.0245,16117,0,0
89.35,16.463,11.733,16.871,18.152,11.956,18.705,10.522,14.746,23.383,11.436,15.763,17.502,14.571,16.196,687.417,8102,0,0
40.81,18.495,12.163,15.303,17.795,11.49,17.853,12.419,17.983,20.86,10.537,16.248,15.771,16.715,18.419,508.769,1517,0,0
114.08,17.099,11.861,17.632,18.266,10.76,18.865,10.466,13.863,19.508,10.628,13.874,14.334,17.811,13.976,731.526,20457,0,0
135.3,17.179,11.295,18.575,16.553,10.669,18.172,12.527,14.514,19.129,11.987,14.855,15.276,14.331,15.464,701.0245,7748,0,0
149.08,15.918,12.698,17.158,14.805,12.237,18.936,13.295,16.352,17.723,13.086,15.6285,14.845,11.129,15.483,650.205,3919,0,0
185.6,17.095,10.671,17.697,17.223,10.768,19.021,13.12,14.786,19.598,12.072,15.131,13.664,15.628,19.526,604.747,17494,0,0
231.78,18.608,11.476,17.408,18.817,10.87,18.603,13.071,13.107,18.688,13.441,15.043,17.787,15.407,17.72,808.113,23519,1,0
107.55,16.634,11.865,17.595,16.381,12.703,18.371,9.198,13.398,22.561,12.182,14.826,14.979,16.33,14.735,727.681,6367,0,0
145.74,16.965,11.743,18.087,18.035,9.521,18.468,13.931,17.018,18.365,14.354,15.543,12.003,13.382,16.357,673.071,4974,1,0
102.46,18.627,10.725,17.223,16.608,12.086,17.935,7.934,17.228,20.714,13.912,15.037,17.131,13.293,15.795,613.805,8567,0,0
111.84,17.577,10.118,14.428,18.164,12.043,19.021,11.364,16.029,17.969,11.333,17.224,14.879,16.84,18.05,561.478,11419,0,0
119.8,17.548,11.181,16.104,18.127,12.554,19.297,12.305,17.37,18.534,11.465,17.128,16.982,14.969,17.904,733.52,5806,0,0
156.23,16.148,10.038,16.644,17.997,11.046,19.391,10.634,16.194,19.233,10.589,15.893,15.498,16.72,15.097,671.477,4025,1,0
218.97,18.724,11.713,16.227,17.5,9.798,17.471,10.464,17.32,18.021,10.13,17.19,16.04,14.134,16.955,483.854,16826,0,0
147.95,17.457,11.626,17.014,16.829,11.528,20.036,11.786,16.0,17.703,11.779,15.417,18.915,16.474,13.72,787.578,16114,0,0
142.33,19.112,12.001,17.996,18.291,10.532,19.344,11.852,15.745,18.879,9.232,15.6285,18.904,15.277,14.211,772.036,3162,0,0
141.34,18.154,11.899,18.359,17.587,10.641,18.639,11.917,14.147,18.139,14.866,14.016,15.864,13.816,16.361,676.579,7420,1,0
117.46,18.341,12.281,16.944,18.029,11.488,17.535,11.33,19.236,19.2115,14.676,15.845,15.407,15.605,10.623,649.821,24947,0,0
122.43,17.601,13.118,18.167,16.916,12.04,19.313,11.079,15.943,21.27,12.599,16.8,13.962,13.502,16.518,820.454,22647,0,0
133.51,17.818,11.329,18.435,16.556,12.78,18.75,13.005,16.85,19.133,11.717,15.638,14.31,14.576,16.035,840.223,14414,0,0
127.82623252279636,19.188,10.243,16.191,18.771,9.875,19.728,11.43,14.976,19.2115,9.25,14.602,13.697,14.739,16.437,703.997,21416,0,0
67.46,18.383,11.746,16.203,17.516,12.124,19.132,8.98,16.559,19.308,13.543,17.92,20.603,14.747,13.462,579.474,12566,0,0
93.02,18.412,11.733,16.481,17.786,10.188,18.729,11.581,15.184,17.903,12.281,16.032,17.852,11.645,15.293,629.139,4634,0,0
243.29,18.495,10.792,16.54,17.388,11.639,18.966,11.011,17.966,16.212,12.69,15.548,18.116,15.862,16.436,644.67,10904,0,0
135.73,18.655,11.611,18.493,17.165,10.42,19.021,11.046,15.828,18.671,13.151,15.902,13.903,13.38,16.752,729.621,313,0,0
69.01,19.218,11.112,16.273,16.793,10.844,19.021,11.43,14.513,19.172,10.69,15.6285,16.159,15.089,18.329,621.21,12889,0,0
126.15,17.199,10.895,18.543,18.349,10.205,20.426,13.048,15.33,18.077,11.424,14.917,17.67,17.044,18.751,904.933,13962,0,0
187.27,19.101,12.455,16.377,17.337,11.831,17.811,13.085,16.959,17.893,11.148,15.752,17.361,14.781,15.491,614.225,10390,0,0
99.52,16.225,13.086,16.032,18.674,10.592,18.482,11.056,12.726,18.191,9.878,15.013,16.04,13.635,19.655,750.863,23279,0,0
174.75,18.661,11.7,17.132,19.778,12.222,18.024,10.995,15.351,20.8,10.623,14.879,15.444,14.077,16.219,970.149,18135,0,0
119.07,20.097,9.634,16.497,17.516,10.337,18.494,10.251,18.176,18.501,12.619,15.417,19.381,15.118,18.263,700.612,18836,0,0
88.75,16.642,11.366,16.178,17.499,12.663,19.033,12.92,16.455,18.806,14.397,15.585,12.744,13.344,15.089,661.392,2474,0,0
112.03,18.043,11.733,16.155,17.745,12.752,17.781,11.845,16.317,18.082,9.973,16.543,14.99,16.769,15.013,763.753,7316,0,0
167.07,18.833,11.076,18.697,17.765,11.346,18.221,13.239,16.095,18.354,14.283,15.282,17.8,11.781,16.535,787.794,18852,0,0
134.92,17.779,11.926,19.375,16.217,12.49,18.651,10.002,15.913,15.422,11.619,14.947,14.881,16.252,16.802,754.821,10728,0,0
89.24,18.901,10.389,16.582,17.248,13.319,17.549,10.946,18.144,18.448,10.331,14.929,17.711,17.297,16.488,584.309,12277,0,0
65.9,16.655,11.709,16.952,17.223,11.77,18.821,11.336,15.631,20.856,11.0,15.615,14.967,17.806,16.592,675.275,8380,0,0
175.35,18.121,10.763,18.329,16.458,11.928,18.627,13.751,15.619,17.434,11.963,14.542,18.301,14.825,17.511,813.04,10505,0,0
74.4,18.86,11.733,19.034,17.191,13.204,19.102,10.355,16.296,19.767,11.405,15.6285,14.441,13.6,17.617,895.144,21153,1,0
61.65,16.567,9.748,15.584,17.809,12.641,17.045,11.227,15.657,18.699,12.896,14.772,13.208,14.969,17.696,472.512,13665,0,0
104.69,17.594,13.242,17.584,17.738,11.297,18.924,11.568,16.636,18.857,7.925,15.711,14.346,14.969,14.974,737.485,1232,1,0
78.9,15.89,10.884,16.799,17.865,11.438,18.061,10.071,15.216,20.568,12.555,16.606,14.935,14.667,18.771,558.731,25749,0,0
105.97,17.656,11.784,17.73,16.744,11.198,19.021,10.934,17.606,17.429,9.856,15.6285,16.525,16.905,14.282,820.429,14050,0,0
220.04,17.41,12.917,17.495,17.386,12.609,19.22,11.902,15.989,19.302,11.717,16.845,14.93,15.038,17.509,791.444,15698,0,0
101.64,17.548,13.731,18.693,17.956,10.788,21.609,11.393,12.471,18.496,12.632,14.878,13.335,16.838,14.773,939.763,18584,1,0
145.88,17.993,11.567,17.615,16.007,10.664,19.19,11.925,16.127,16.135,10.685,15.07,17.149,16.375,15.468,704.707,12558,0,0
228.35,19.389,12.224,17.884,17.052,11.178,18.469,11.743,16.242,18.467,12.845,14.994,16.203,12.76,15.961,675.965,15271,1,0
91.32,19.912,11.45,16.482,16.665,12.935,18.556,11.991,15.261,20.467,12.209,16.568,17.251,13.899,15.095,628.468,4765,1,0
90.54,17.803,10.828,17.396,15.67,11.712,17.025,9.32,18.054,21.418,11.836,16.192,16.104,14.805,18.496,335.577,21283,0,0
205.18,18.03,11.017,16.679,19.196,13.579,18.041,11.672,16.62,19.077,9.913,16.787,15.837,16.468,16.436,869.749,19621,0,0
99.58,19.153,10.493,16.124,17.639,11.015,19.503,11.479,16.471,20.556,10.284,14.389,15.231,14.969,14.929,607.808,22099,0,0
214.63,16.547,11.05,18.355,18.628,13.086,18.289,8.602,15.554,20.755,13.092,15.356,17.753,14.08,14.437,770.942,2287,1,0
180.39,20.292,9.799,17.162,18.439,12.317,18.779,12.9,16.851,21.226,11.81,15.104,13.054,13.31,15.816,694.138,4594,0,0
102.4,19.094,10.948,16.808,17.576,11.749,19.305,12.049,16.034,18.084,11.721,14.516,14.744,14.586,15.297,735.896,16531,0,0
97.28,17.268,12.713,16.214,16.703,11.402,18.792,12.006,15.773,14.727,11.437,16.592,14.774,17.999,16.6,613.421,666,0,0
112.15,16.305,11.733,16.238,18.59,12.045,17.967,12.797,17.615,19.698,11.717,16.722,14.539,14.766,15.883,629.809,13647,0,0
110.7,18.502,13.107,17.84,17.138,12.387,17.776,11.578,15.542,19.074,10.762,15.458,15.466,19.853,14.837,862.981,6417,1,0
196.36,17.841,11.721,17.09,15.249,10.854,19.021,12.241,16.703,20.016,11.874,14.0,15.562,13.501,14.209,701.0245,8973,0,0
130.34,16.994,11.548,19.267,17.687,10.049,18.272,12.325,15.835,19.434,12.733,15.583,17.036,16.389,16.868,730.29,2473,1,0
92.43,17.791,13.364,16.592,16.72,11.253,19.967,13.152,13.67,21.685,11.717,15.439,14.984,14.321,16.207,804.217,22186,0,0
113.44,20.04,12.511,16.496,16.11,12.425,21.225,10.69,14.799,19.081,12.539,16.545,15.725,17.444,17.016,797.822,6707,0,0
212.7,18.491,13.542,14.876,15.241,12.91,20.255,11.526,13.757,19.97,12.755,17.923,17.176,16.251,18.163,823.31,9983,0,0
101.87,17.787,12.021,16.486,18.299,10.524,21.307,11.43,15.607,19.673,11.714,14.352,13.67,16.012,16.346,913.582,23712,0,0
124.07,18.212,9.796,17.904,17.544,12.188,19.197,11.617,16.559,20.732,11.717,14.759,17.431,16.236,18.291,743.999,707,0,0
117.35,17.101,12.016,17.208,16.776,11.577,18.271,10.624,16.501,20.161,9.965,17.565,17.647,14.969,16.434,569.751,17793,0,0
88.75,16.124,11.443,17.184,16.668,12.17,20.265,12.018,13.86,20.152,11.36,15.99,16.409,14.605,15.659,713.907,7160,0,0
78.65,17.827,12.486,17.78,16.519,11.052,17.304,10.512,16.893,20.417,14.229,18.484,14.671,15.065,16.333,509.254,14496,1,0
156.26,17.675,10.214,16.871,18.724,9.304,18.618,11.38,13.607,19.91,10.926,13.151,14.951,11.766,15.681,409.632,8000,1,0
162.61,18.231,10.094,17.656,17.569,11.753,19.195,10.737,15.988,18.246,10.848,14.642,17.071,14.969,13.889,643.852,21900,1,0
99.91,17.826,10.71,16.108,17.187,12.354,19.563,12.216,14.218,20.856,8.48,14.474,16.081,12.804,15.427,604.049,23481,0,0
66.72,19.207,11.654,17.508,17.554,12.12,20.759,11.782,14.15,19.2115,8.281,15.909,16.483,17.238,17.791,881.513,19140,0,0
113.37,17.961,12.251,17.794,18.212,10.202,18.721,10.282,16.125,18.544,10.605,16.568,17.348,18.304,18.836,705.449,4335,1,0
106.22,17.873,12.264,18.759,18.81,11.125,20.154,10.402,18.14,20.593,13.713,13.105,16.638,15.61,14.81,704.529,5677,0,0
90.32,17.067,12.919,18.181,19.992,13.565,21.32,9.399,14.004,18.448,12.492,15.061,18.103,14.263,15.659,884.199,8610,0,0
76.39,19.177,11.5,18.771,18.071,13.368,18.442,12.644,15.911,20.442,13.909,15.207,14.684,13.574,16.436,822.187,22432,0,0
132.85,18.976,12.833,15.952,17.067,12.539,20.389,11.909,16.272,16.226,9.682,17.511,16.562,15.519,16.436,814.853,9243,1,0
118.48,17.258,12.805,16.508,18.924,10.522,20.281,11.43,17.263,21.554,11.336,14.12,16.009,15.166,15.017,616.634,7228,0,0
101.18,17.766,11.247,17.43,17.1,12.043,19.82,11.817,14.791,20.278,9.36,14.932,19.688,14.969,16.605,813.535,12198,0,0
75.1,19.25,11.621,17.066,16.801,11.712,19.091,11.177,17.546,16.534,10.699,18.761,16.876,15.838,14.012,836.277,7390,0,0
172.04,17.044,12.107,17.236,16.095,12.294,18.784,12.439,16.42,18.212,9.742,16.691,16.428,13.192,18.71,570.866,16996,0,0
177.95,18.369,10.794,16.916,17.705,10.229,17.25,11.773,16.193,22.942,10.367,15.08,16.546,15.571,16.374,505.924,3550,0,0
167.27,18.216,13.418,18.372,18.624,11.595,19.378,11.58,14.545,20.26,10.581,16.545,14.232,15.12,16.436,909.04,17822,0,0
140.02,17.743,11.273,17.061,18.409,12.6,20.601,12.737,16.782,18.152,11.88,15.844,13.199,15.028,17.392,932.811,15071,0,0
88.8,16.647,11.174,18.954,20.414,12.87,19.158,11.3,15.034,19.53,12.918,15.113,13.527,14.453,14.595,918.455,4143,1,0
104.75,16.911,11.331,16.684,18.338,11.186,16.402,11.423,14.878,20.644,13.822,15.02,13.871,14.747,15.906,520.835,24233,1,0
117.17,17.917,12.32,18.049,19.857,11.828,19.755,9.314,13.791,18.537,13.217,15.686,16.04,15.467,16.505,988.553,23322,0,0
81.87,17.071,10.549,18.044,17.089,12.501,19.996,12.02,17.113,17.427,13.074,13.602,16.699,13.957,17.275,795.244,18797,0,0
160.94,19.579,12.505,17.037,18.398,11.994,19.354,13.492,15.395,19.502,11.095,16.172,14.563,15.546,16.436,761.583,1844,0,0
157.18,18.577,12.174,17.542,16.987,12.321,18.819,12.2,17.709,18.983,11.453,14.434,13.296,15.043,18.561,701.0245,15603,0,0
95.2,17.097,11.558,17.524,16.572,11.626,18.093,11.123,14.801,22.183,12.873,15.395,16.857,11.8,17.091,701.0245,4861,0,0
92.69,17.257,12.916,17.501,19.35,11.112,19.021,12.007,15.399,18.626,13.518,15.505,11.993,11.871,14.576,660.894,2495,0,0
103.39,19.33,12.08,16.43,17.668,10.455,17.487,11.116,16.787,15.479,12.951,15.788,16.478,13.474,14.916,461.786,12660,0,0
104.24,17.76,12.053,17.236,18.118,12.568,18.078,11.69,18.6,18.795,12.167,15.367,14.631,15.47,15.542,750.702,18652,0,0
170.61,15.671,12.562,16.192,17.183,11.335,18.686,10.807,16.127,20.846,12.753,14.698,18.471,13.625,17.474,612.254,919,0,0
153.75,18.648,12.026,16.763,19.529,9.541,18.854,9.629,15.564,18.421,12.568,17.128,16.049,14.244,17.783,701.0245,9269,0,0
151.22,17.407,13.371,18.166,16.619,11.132,18.437,10.567,14.98,17.827,11.779,13.466,16.985,13.828,17.563,728.695,8369,0,0
70.25,17.39,11.769,16.801,17.23,9.737,19.578,11.876,11.23,21.302,11.717,15.842,15.988,18.337,14.206,523.025,7436,0,0
113.47,17.573,10.003,15.476,15.471,13.163,20.358,13.728,17.44,19.361,9.553,15.752,15.774,15.65,17.522,866.116,15089,0,0
115.57,16.342,11.752,19.207,17.291,11.482,18.754,12.918,17.561,18.326,12.259,17.234,15.271,14.413,15.74,701.0245,6081,0,0
139.52,16.014,11.787,15.823,14.58,10.849,18.581,11.054,14.688,18.55,10.356,13.917,15.639,14.969,16.686,539.222,8990,0,0
127.82623252279636,17.1,11.733,17.305,16.726,10.285,17.888,11.43,14.005,18.138,13.454,16.439,14.58,12.851,14.906,533.407,1946,1,0
144.32,17.546,12.445,16.924,18.474,12.17,21.175,10.537,17.11,20.059,12.557,16.438,13.893,15.032,16.039,916.218,19966,0,0
109.28,18.188,12.123,17.826,17.307,12.157,18.641,10.509,19.822,19.614,12.868,15.952,16.04,12.919,18.936,734.8,19289,0,0
135.54,17.046,11.292,18.074,19.145,12.04,20.005,11.534,16.127,22.002,12.311,15.8,18.674,17.118,18.727,877.3,993,0,0
139.24,18.668,12.573,17.062,18.474,12.062,21.196,10.64,17.214,17.414,9.785,16.106,16.917,14.969,19.056,761.705,5650,0,0
162.02,18.318,10.37,14.798,17.281,11.798,17.972,10.831,16.797,17.947,9.547,13.951,15.564,15.15,17.037,462.111,12833,0,0
211.2,18.305,11.147,16.103,18.553,11.051,18.148,11.247,18.655,16.709,12.23,16.412,16.727,15.526,17.808,664.193,19102,0,0
140.08,16.907,12.488,18.117,18.094,11.221,17.837,10.76,15.595,21.779,14.382,15.331,15.338,14.969,18.184,682.325,4896,0,0
83.8,17.971,10.511,17.181,17.874,11.712,18.907,10.631,16.198,15.459,8.149,14.052,14.878,15.112,19.368,599.979,11451,0,0
102.97,18.254,12.385,17.132,18.508,12.037,20.974,11.633,16.665,17.466,12.259,16.536,15.21,12.647,17.459,859.796,339,0,0
140.66,17.114,11.944,17.026,18.401,10.864,20.367,11.298,14.646,18.938,11.717,15.046,16.04,13.445,17.236,701.0245,25783,1,0
223.34,17.472,11.933,17.378,18.008,11.145,19.45,10.966,16.058,19.16,12.302,16.76,16.256,12.976,12.855,714.556,12173,1,0
87.88,17.037,11.915,16.359,18.457,11.684,19.361,11.281,16.551,18.72,13.367,15.692,14.719,14.969,14.767,708.577,2703,0,0
154.6,18.501,12.452,18.516,17.897,12.322,19.092,11.43,14.739,19.492,11.717,14.528,15.907,13.125,14.417,816.764,7644,1,0
134.73,17.878,12.86,18.78,17.951,11.457,16.98,9.57,16.142,20.615,13.065,16.503,16.196,16.891,14.904,524.771,12303,0,0
66.27,17.447,11.636,16.843,17.531,11.862,20.237,11.309,19.147,18.094,11.717,14.172,16.384,14.505,16.975,753.14,21217,0,0
66.62,17.881,11.693,17.526,16.105,11.175,19.47,12.22,17.89,18.001,13.336,15.182,19.046,14.399,18.237,596.057,19310,0,0
132.76,17.152,11.062,17.633,17.234,13.869,18.794,13.466,20.054,20.401,11.02,16.535,18.107,13.384,17.042,919.754,6263,1,0
160.24,17.711,12.572,18.639,18.768,10.925,18.864,10.706,16.467,17.617,7.716,15.941,15.193,14.754,14.797,922.76,24780,1,0
79.24,17.55,11.636,14.688,16.285,10.617,18.779,11.43,16.317,19.324,11.717,15.371,16.323,12.936,16.555,473.322,270,0,0
106.21,17.66,11.949,17.132,17.335,12.935,19.774,11.9,15.842,18.9,10.173,16.853,16.04,15.947,15.027,701.0245,26096,0,0
81.63,16.263,11.077,16.768,18.526,11.739,18.069,11.43,20.796,19.67,15.342,15.436,15.425,14.493,12.56,631.676,26307,0,0
